0 0 B-LOC NN NNP
SYM NN I-DATE SYM PRP
NN VM B-LOC NN JJ
NN NN B-ORG NN PSP
NN NN I-ORG PSP VM
PSP VM B-ORG NN SYM
VM NN B-ORG NN NN
SYM NN B-ORG NN NN
NN NN I-ORG NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC PSP NN
NNP PSP B-DAY NN NN
NN NN B-LOC NN NNP
NNP NN B-LOC NN NN
NNP NN B-LOC NN VM
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM QC
NNP SYM B-NUM SYM VM
SYM NN B-PERSON SYM NN
NN NN B-LOC NN NNP
NNP NN B-LOC NN VM
NN VM B-PERSON QC PSP
VM NN B-YEAR PSP NN
SYM NN B-LOC SYM NNP
NNP SYM B-LOC PSP VM
VM SYM B-DAY NN NNP
NN NN B-LOC NNP NN
NN NNP B-LOC NN NNP
NNP NN B-LOC NN NN
DEM NN B-PERSON VM VM
NN PSP B-PERSON NN DEM
VM SYM B-PERSON NN NNP
NNP NN B-PERSON SYM NN
NNP SYM B-NUM NN NNP
NN NN B-PERSON SYM NNP
NNP SYM B-PERSON RB NNP
NNP RB B-LOC VM SYM
NN VM B-PERSON NNP NNP
VM NNP B-ORG NNP NN
NNP NNP I-ORG NN NN
NNP NNP I-ORG NN NNP
NN VM B-PERSON RB VM
VM SYM B-PERSON NN NN
SYM NNP B-NUM NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN NNP
NNP NN B-LOC NN VM
VM NN B-DATE NN NN
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP VM
NNP NNP B-LOC VM SYM
PRP RB B-LOC VM PSP
RB NN B-LOC VM NST
VM NST B-ORG NN SYM
SYM CC B-DATE NN NN
NN NN B-LOC VM NNP
NN VM B-ORG NN NST
NN NN B-DATE NN NN
NN PSP B-LOC NNP VM
NNP VM B-ORG VM NN
NN NN B-DATE NN NN
SYM PRP B-LOC NN NN
VM SYM B-DATE NN NN
NN SYM B-DATE NNP NN
SYM QC B-LOC NN NST
NN NST B-DAY VM SYM
VM SYM B-DATE NN NN
QC NN B-DAY RB NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN PSP
NN NN B-LOC SYM NNP
NNP SYM B-LOC NN NN
NN VM B-NUM NN NN
NN QF B-NUM CL PRP
PRP NN B-LOC NN NN
NNP NN B-DAY NN VM
NST PSP B-MONEY QC NN
PSP QC I-MONEY NN NN
QC QC I-MONEY NN VM
NN VM B-NUM NN SYM
NN SYM B-NUM NN NN
DEM RB B-DAY NN NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN NST
VM SYM B-LOC VM NNP
NNP VM B-PERSON SYM QC
NNP SYM B-NUM SYM NN
SYM RB B-LOC NN NNP
NNP NN B-PERSON NNP NN
NN NNP B-LOC NN NN
NNP NN B-LOC VM NNP
NN VM B-PERSON NNP NNP
VM NNP I-PERSON NNP NNP
NNP NNP B-PERSON SYM QC
NNP SYM B-NUM SYM NN
SYM NN B-ORG NN NN
NN NNP I-ORG NN RB
PRP NN B-NUM CL NN
QC CL B-DAY VM SYM
SYM NST B-NUM NN SYM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
VM NN B-LOC NN NNP
NNP NN B-LOC NN NNP
NNP NN B-LOC NN VM
NN NNP B-DAY VM SYM
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-PERSON NN NN
SYM NNP B-NUM NN VM
VM NST B-LOC VM NN
VM SYM B-DAY NN NNP
NN NN B-PERSON PRP NN
NST NN B-PERSON NN NN
NN NNP B-NUM NN VM
PRP NN B-PERSON NN NN
NN VM B-PERSON NN VM
NN VM B-PERSON NN VM
NN VM B-NUM NN NN
NN VM B-PERSON VM VM
NST PRP B-LOC NN VM
NN PSP B-LOC NN NN
NN VM B-PERSON SYM QC
NNP SYM B-PERIOD SYM SYM
SYM SYM B-PERSON SYM QC
NN SYM B-PERIOD NN SYM
SYM QC I-PERIOD SYM NN
VM SYM B-LOC NN NN
NN VM B-PERSON SYM QC
NN SYM B-PERIOD SYM NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
VM NN B-LOC VM NNP
NNP VM B-ORG NN NN
VM NNP I-ORG NN VM
VM SYM B-ORG NN NN
SYM NNP I-ORG NN NNP
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP B-LOC NN NN
NNP NNP B-DAY NN VM
VM NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NNP
NNP NNP B-PERSON NNP NNP
NNP NNP I-PERSON NNP NN
NNP NNP I-PERSON NN NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-ORG NNP NNP
SYM NNP I-ORG NNP NN
NNP NNP I-ORG NN NN
NNP NNP I-ORG NN NNP
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN NN
DEM NN B-DATE NN NNP
QC NN B-LOC NN NN
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP RB
NNP NNP I-PERSON RB VM
VM NN B-ORG NN NN
NN NNP I-ORG NN VM
VM SYM B-ORG NN NN
SYM NNP I-ORG NN RB
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM NN
VM NN B-DATE NN NNP
QC NN B-LOC VM NN
VM NN B-NUM CL NN
NN SYM B-NUM CL NN
NN PSP B-NUM NN NN
PSP QC I-NUM NN VM
NN VM B-ORG SYM NNP
NNP SYM B-ORG NN NN
SYM NNP I-ORG NN DEM
SYM RB B-NUM CL JJ
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
NN RB B-LOC NNP NN
RB NNP I-LOC NN NN
NN VM B-LOC NN SYM
NN NN B-DAY QC NN
NN NN B-NUM NN NN
VM SYM B-NUM NN VM
VM NN B-LOC NN SYM
VM SYM B-LOC NNP SYM
SYM NNP I-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC NN PSP
VM NN B-NUM NN NN
VM SYM B-LOC NN PSP
VM SYM B-LOC NN NN
NNP NN B-LOC VM NN
VM VM B-PERIOD NN NST
VM NN B-DATE NST NN
NST NN B-NUM NN PSP
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
QC SYM B-ORG NN NN
SYM NN I-ORG NN VM
NN NN I-ORG VM NNP
NN VM B-LOC SYM NNP
NNP SYM B-LOC NN NST
NN VM B-ORG NN NN
VM NNP I-ORG NN NN
NNP NN I-ORG NN VM
VM NN B-LOC NN NN
NN SYM B-ORG NN NN
SYM NN I-ORG NN NN
NN NN I-ORG NN VM
NN NN B-LOC VM PRP
DEM NN B-ORG NN NN
NN NN I-ORG NN SYM
SYM PRP B-LOC NN NN
RB SYM B-DAY NN VM
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN NN
NN VM B-LOC NN NN
NN NN B-ORG NN NN
NN NN I-ORG NN PRP
SYM PRP B-PERIOD VM NN
PRP QC I-PERIOD NN RB
NN NN B-LOC NN NN
VM NNP B-PERIOD NN NN
NNP QC I-PERIOD NN NN
NN VM B-LOC NN NN
NN NN B-DATE QC NN
NN NN I-DATE NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-PERSON NNP NN
SYM NNP I-PERSON NN NN
NN NN B-LOC NN VM
NN NNP B-DAY VM NN
VM NN B-NUM SYM NST
NN PSP B-LOC PSP NN
VM SYM B-PERSON QC NN
SYM NNP B-NUM NN NN
NN NN B-NUM VM QC
QC VM B-NUM NN VM
NN VM B-LOC QC NN
VM NNP B-NUM NN QC
QC NN B-NUM NN VM
SYM NN B-PERSON SYM QC
NNP SYM B-NUM SYM SYM
SYM SYM B-PERSON SYM QC
NN SYM B-NUM SYM SYM
SYM SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM QC
NNP SYM B-NUM SYM RP
VM SYM B-LOC NN NNP
NNP NN B-PERSON NN QC
NNP NN B-NUM NN RB
RB SYM B-PERSON NNP QC
SYM NNP I-PERSON QC NN
NNP NNP B-NUM NN VM
VM SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NN
SYM NNP I-PERSON NN NN
VM SYM B-LOC VM SYM
NN PSP B-NUM NN NN
NN VM B-NUM NN NN
NN VM B-LOC QC NN
VM NNP B-NUM NN NST
NN PSP B-PERSON NNP NN
PSP NNP I-PERSON NN VM
SYM PRP B-NUM NN QC
QC NN B-NUM NN VM
NN VM B-PERSON NN PSP
NN PSP B-PERSON VM SYM
VM SYM B-PERSON NNP QC
SYM NNP I-PERSON QC NN
NNP NNP B-NUM NN NN
CC SYM B-PERSON NNP QC
SYM NNP I-PERSON QC NN
NNP NNP B-NUM NN VM
NN VM B-PERSON NN PSP
NN PSP B-PERSON NN VM
SYM NNP B-PERSON NNP QC
NNP NNP I-PERSON QC SYM
NNP NNP B-YEAR SYM NNP
QC SYM B-PERSON NNP QC
SYM NNP I-PERSON QC NN
NNP NNP B-NUM NN NN
VM SYM B-LOC PSP NN
VM SYM B-PERSON PSP NN
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
SYM NN B-PERIOD NN NN
NN NN B-PERSON PSP NN
NN VM B-ORG NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NST
PRP VM B-LOC NN NN
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
SYM VM B-PERIOD NN NN
SYM NN B-LOC PSP NNP
NNP PSP B-LOC VM VM
PSP PRP B-LOC VM VM
NN PSP B-LOC JJ NN
VM SYM B-LOC VM NN
NN PSP B-LOC NN NN
VM SYM B-LOC NN INTF
RP UT B-ORG NN NN
UT NNP I-ORG NN NN
NNP NN I-ORG NN SYM
NN NN I-ORG SYM NNP
NN SYM B-ORG SYM NST
VM SYM B-LOC NNP NN
NN VM B-ORG NN NN
VM NNP I-ORG NN SYM
NNP NN I-ORG SYM NNP
NN SYM B-ORG SYM NN
NN NNP B-PERSON NNP NN
NNP NNP I-PERSON NN VM
VM SYM B-LOC PSP JJ
VM SYM B-LOC NN NN
NST VM B-ORG VM NN
VM NN B-LOC NN VM
NN PSP B-NUM NN SYM
NN SYM B-NUM NST NN
NN VM B-PERSON VM SYM
PSP NN B-LOC PSP PSP
VM SYM B-LOC PSP PSP
NN VM B-NUM PSP WQ
NN PSP B-LOC NN JJ
VM SYM B-LOC NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NNP VM
SYM NNP B-LOC VM NST
VM SYM B-NUM NN PSP
SYM RB B-NUM NN NN
SYM NST B-LOC QC NN
NST NNP B-NUM NN QC
QC NN B-NUM NN VM
PSP NN B-LOC QF QC
NNP QF B-NUM NN VM
VM SYM B-NUM NN NN
NN PSP B-NUM NN NN
NN VM B-LOC NN VM
PSP VM B-LOC QC NN
VM NNP B-NUM NN NST
NN PSP B-PERSON NNP NN
PSP NNP I-PERSON NN VM
SYM PRP B-NUM NN VM
VM SYM B-PERSON NNP PSP
SYM NNP I-PERSON PSP PRP
NN VM B-PERSON NNP SYM
VM NNP I-PERSON SYM QC
NNP SYM B-NUM SYM SYM
SYM SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM QC
NNP SYM B-NUM SYM SYM
SYM NN B-PERSON SYM QC
NNP SYM B-NUM SYM NN
VM SYM B-PERSON QF NST
VM SYM B-LOC PSP VM
CC SYM B-PERSON NNP NN
SYM NNP I-PERSON NN PSP
NN PSP B-PERSON NNP VM
PSP NNP I-PERSON VM PRP
VM PRP B-NUM NN VM
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM QC
NNP SYM B-NUM SYM PSP
SYM PSP B-PERSON NN NN
VM SYM B-PERSON NNP QC
SYM NNP I-PERSON QC NN
NNP NNP B-NUM NN VM
NN VM B-PERSON NNP NN
VM NNP I-PERSON NN PSP
NN PSP B-PERSON NNP NNP
PSP NNP I-PERSON NNP PSP
NNP NNP I-PERSON PSP NN
SYM QF B-NUM NN NST
NN NST B-PERSON NNP SYM
NST NNP I-PERSON SYM QC
NNP SYM B-NUM SYM PSP
SYM PSP B-PERSON NN NN
VM SYM B-LOC NN PSP
NST VM B-PERSON QC NN
VM NNP B-NUM NN NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN PSP
NN PSP B-PERSON NN CC
PSP NN I-PERSON CC SYM
CC SYM B-LOC NN PSP
NN PSP B-NUM NN QC
QC NN B-NUM NN VM
NN VM B-LOC QC NN
VM NNP B-NUM NN QC
QC NN B-NUM NN VM
NN VM I-PERSON SYM NN
VM SYM B-NUM NN QC
QC NN B-NUM NN QC
QC NN B-NUM NN VM
NN VM B-LOC QC NN
VM NNP B-NUM NN NN
VM SYM B-LOC NN SYM
NN SYM B-NUM NN QC
QC NN B-NUM NN SYM
NN SYM B-PERSON NNP QC
SYM NNP I-PERSON QC SYM
NNP NNP B-NUM SYM NNP
QC SYM B-PERSON NNP QC
SYM NNP I-PERSON QC SYM
NNP NNP B-NUM SYM NNP
QC SYM B-PERSON QC SYM
SYM NNP B-NUM SYM NNP
QC SYM B-PERSON QC SYM
SYM NNP B-NUM SYM NNP
QC SYM B-PERSON NNP QC
SYM NNP I-PERSON QC SYM
NNP NNP B-NUM SYM QC
QC SYM B-NUM SYM NNP
QC SYM B-PERSON NNP QC
SYM NNP I-PERSON QC SYM
NNP NNP B-NUM SYM QC
QC SYM B-NUM SYM NNP
QC SYM B-PERSON NNP QC
SYM NNP I-PERSON QC SYM
NNP NNP B-NUM SYM QC
QC SYM B-NUM SYM SYM
SYM SYM B-LOC NN SYM
NN SYM B-NUM NN QC
QC NN B-NUM NN QC
QC NN B-NUM SYM NNP
QC SYM B-PERSON NN QC
SYM NNP I-PERSON QC SYM
NNP NN B-NUM SYM NNP
QC SYM B-PERSON NNP QC
SYM NNP I-PERSON QC SYM
NNP NNP B-NUM SYM NNP
QC SYM B-PERSON QC NN
SYM NNP B-NUM NN SYM
NN SYM B-PERSON NN QC
SYM NNP I-PERSON QC NN
NNP NN B-NUM NN SYM
SYM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
NN VM B-PER NN VM
VM VM B-PER NN NN
NN NN B-LOC SYM NN
SYM NN B-PER NN NN
NN NN B-PER NN UT
VM SYM B-PER NN NN
NN NN B-PER NN SYM
PRP NN B-PER RB VM
NN NN B-LOC VM NNP
NN NN B-PER NN NN
NN NN B-NUM NN SYM
VM SYM B-LOC NN NN
VM NN B-ORG NNP NN
NN NNP I-ORG NN NN
NNP NNP I-ORG NN NN
VM NN B-PER NNP WQ
NN NN I-PER WQ RB
NN NN B-PER VM SYM
NN NN B-PER NN SYM
NN NN I-PER SYM NN
NN SYM B-ORG NN NN
SYM NN I-ORG NN NNP
NN NN B-PER NNP NN
NN NNP I-PER NN NN
VM SYM B-LOC SYM NN
NN SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN NN
NNP NN B-LOC NST NN
NN NST B-LOC RB VM
NN NN B-LOC NN VM
SYM NN B-LOC NN PSP
NN PSP B-LOC NN NN
NN VM B-LOC NST NN
NN NST B-NUM NN NN
SYM CC B-NUM NN PSP
PSP VM B-LOC NN VM
VM SYM B-LOC NN VM
NN NN B-LOC NN NN
NN NN B-PER NNP NNP
NN NNP I-PER NNP NN
NNP NNP I-PER NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
NN NN B-PER NN VM
NN NN B-NUM NN NN
NN NN B-PER NN NN
NNP NN B-LOC VM SYM
SYM NN B-TIME PSP QC
QC PSP B-TIME NN PSP
PSP QC I-TIME PSP NN
NN NN B-PER NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM JJ
NN PSP B-LOC NN NN
NN NN B-NUM NN VM
SYM QC B-LOC NNP NN
QC NNP I-LOC NN RP
NN RP B-LOC PSP NN
NN NN B-LOC NN NN
NN NN B-DAY VM SYM
NN VM B-LOC NN NN
JJ NN B-PERIOD NN NN
NN QC I-PERIOD NN PSP
NN VM B-NUM NN NN
VM NN B-NUM NN NN
NN NN B-LOC NN NN
NN NN B-LOC QC NN
NN NN B-PERIOD NN NN
NN QC I-PERIOD NN PSP
NN PSP B-NUM NN PSP
SYM NST B-NUM PSP QC
QC PSP B-NUM NN NN
VM SYM B-LOC NN NNP
NNP NN B-LOC NN NN
NN NNP I-LOC NN JJ
NN NN B-NUM NN NN
NN NST B-NUM NN NN
VM NN B-NUM NN NN
VM SYM B-LOC NN NNP
NNP NN B-LOC NN JJ
JJ NN B-NUM NN NN
NN NST B-NUM NN NN
NN VM B-NUM NN NN
VM SYM B-LOC NN NNP
JJ NN B-NUM NN NN
NN NST B-NUM NN NN
NN VM B-NUM NN NN
VM SYM B-PER NNP NN
SYM NNP I-PER NN NNP
JJ NN B-NUM NN NST
NN PSP B-NUM NN NN
SYM NN B-NUM NN NST
VM SYM B-LOC NNP NN
SYM NNP I-LOC NN JJ
VM SYM B-LOC NN NNP
NNP NN B-LOC NN NN
NN NN B-NUM NN NN
NN NN B-NUM NN NN
VM SYM B-LOC NN NNP
NNP NN B-LOC NN JJ
JJ NN B-NUM NN NST
NN NN B-NUM NN NN
NN VM B-NUM NN NN
VM SYM B-LOC NN NNP
JJ NN B-NUM NN NN
NN PSP B-NUM NN NN
VM NST B-NUM NN NST
NN PSP B-NUM NN NN
VM SYM B-LOC NN NNP
NNP NN B-LOC NN JJ
JJ NN B-NUM NN NN
NN PSP B-NUM NN NN
NN VM B-NUM NN NN
SYM DEM B-NUM NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
QC SYM B-LOC NN NST
NN NST B-NUM NN NN
VM SYM B-NUM NN NN
VM SYM B-ORG NN VM
SYM NN I-ORG VM NN
VM NN B-PER NNP NN
NN NN I-PER NN VM
SYM PRP B-LOC NN NN
NN NN B-PER NN NNP
NN NN I-PER NNP SYM
NN NN I-PER SYM NN
SYM NN B-PER NN NN
NN NN I-PER NN NN
NN NN I-PER NN SYM
NN NN I-PER SYM NN
SYM NN B-PER NN NNP
NN NN I-PER NNP NN
NN NN I-PER NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
NN VM B-ORG NN NN
VM NN I-ORG NN NN
NN NN B-DAY NN NN
VM PSP B-PERIOD NN NN
NN VM B-ORG JJ JJ
JJ NN B-PERSON NNP NNP
NN NN I-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM NN B-NUM NST NN
QF NN B-ORG NN NN
NN NN I-ORG NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
NN NN B-NUM NN NN
NN NN B-DAY PSP NNP
NN PSP B-LOC SYM VM
NNP SYM B-ORG NNP SYM
SYM VM I-ORG SYM NNP
NNP SYM B-LOC SYM PSP
VM SYM B-NUM NN PSP
JJ NN B-NUM NN NN
DEM NN B-LOC SYM NNP
NNP SYM B-LOC NN NN
NN NN B-PERSON NN VM
NN NN I-PERSON VM SYM
VM SYM B-LOC NN SYM
NN SYM B-DATE QC SYM
SYM NN I-DATE SYM PRP
SYM PRP B-NUM NN VM
SYM PRP B-NUM NN NN
NN NN B-NUM NN VM
VM QF B-NUM NN NN
VM SYM B-LOC NN NNP
NNP NN B-LOC NN NNP
NNP NN B-LOC NN VM
NN VM B-PERSON NNP SYM
VM NN I-PERSON SYM QC
NNP SYM B-NUM SYM UT
UT NN B-LOC NN JJ
VM SYM B-DAY NN NN
NN NN B-ORG NN NN
NN NNP I-ORG NN VM
NN VM B-PERSON NN NN
NN VM B-DAY VM SYM
PRP RB B-PERSON NN NNP
NNP NN B-ORG NN NN
NN NNP I-ORG NN NNP
NNP NN I-ORG NNP NN
NN NN B-LOC NN VM
SYM NN B-LOC SYM JJ
NNP SYM B-NUM NN NNP
JJ NN B-LOC SYM QF
QF NN B-ORG NN SYM
NN NNP I-ORG SYM NN
SYM NN B-LOC SYM NN
SYM NN B-LOC NNP SYM
NN NNP B-ORG SYM NN
NNP NNP I-ORG NN NN
NNP SYM I-ORG NN VM
NN VM B-ORG NN NN
VM SYM B-ORG NN NN
SYM NNP I-ORG NN NN
NNP NN I-ORG NN NN
VM SYM B-PERSON NN SYM
CC SYM B-LOC NNP NN
SYM NNP B-ORG NN NN
NNP NNP I-ORG NN NST
NNP NN I-ORG NST NN
NST NN B-NUM NN NN
VM SYM B-LOC NN NN
NN VM B-ORG NN NN
VM NNP I-ORG NN NN
NNP NN I-ORG NN NN
NN NN I-ORG NN NN
PSP VM B-ORG PSP NN
VM SYM B-LOC NN NN
NN VM B-PERSON NN NNP
NNP NN B-ORG NN NN
NN NNP I-ORG NN VM
NN VM B-LOC VM NNP
NNP VM B-PERSON NNP UT
VM NNP I-PERSON UT NN
VM SYM B-LOC PSP NNP
NNP PSP B-LOC NN NN
NN PSP B-PERSON NN JJ
NST NN B-ORG PSP VM
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN NN
VM SYM B-ORG NN SYM
SYM NN I-ORG SYM NN
NN SYM B-ORG NN NN
VM SYM B-LOC SYM NNP
NNP SYM B-LOC NN NN
RB VM B-ORG NN NN
NN NN B-PERSON NN VM
NN NN I-PERSON VM SYM
VM SYM B-DAY PRP NN
VM NN B-PERSON VM JJ
VM SYM B-DATE QC NN
SYM NN I-DATE NN VM
NN VM B-ORG NN NN
NN NN B-LOC NN NST
RB VM B-PERIOD NN QC
VM NN B-DATE QC SYM
NN NN I-DATE SYM QC
QC SYM B-DATE NN NN
QC NN B-ORG QC NN
NN NN B-NUM NN NN
VM SYM B-LOC SYM NN
NN VM B-LOC NN NN
NN NN B-PERSON VM SYM
VM SYM B-DAY PRP NN
NN VM B-DATE QC NN
VM NN I-DATE NN NN
QC NN B-ORG NN NN
NN NN B-LOC NN NN
SYM RB B-ORG NN NN
NN VM B-PERSON VM SYM
VM SYM B-LOC SYM NN
NN NN B-PERSON VM SYM
VM SYM B-LOC VM NN
NN VM B-ORG NN NN
RB VM B-LOC NN NN
SYM NN B-NUM NN NN
VM SYM B-LOC SYM NN
NN NN B-PERSON NNP WQ
NN NNP I-PERSON WQ NN
NNP NNP B-ORG NN NN
WQ NN B-DAY NN VM
VM NN B-LOC NN NN
SYM RB B-ORG NN JJ
VM SYM B-LOC SYM NN
NNP SYM B-LOC NN NN
VM SYM B-NUM NN NN
VM SYM B-LOC PSP VM
VM SYM B-ORG NN NN
SYM NN I-ORG NN NN
NN NN B-ORG NN NN
NN NN I-ORG NN NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN NN
NNP NNP B-DAY NN NN
VM SYM B-LOC NN NN
VM SYM B-PERSON NN NN
VM VM B-PERSON NN VM
VM SYM B-PERSON VM NN
VM SYM B-LOC SYM NNP
NNP SYM B-LOC NN SYM
VM NN B-PERSON NN VM
NN NN B-PERSON NN NN
VM SYM B-DATE QO NN
SYM NN I-DATE NN NNP
QO NN B-PERSON NNP NN
NN NNP I-PERSON NN NNP
NNP NN B-LOC RB VM
NN VM B-NUM PSP QC
QC PSP B-PERIOD NN NN
PSP QC I-PERIOD NN NN
SYM NN B-MONEY QC QC
NN NN I-MONEY QC PSP
NN QC I-MONEY PSP JJ
NN NN B-NUM SYM QC
QC SYM B-NUM SYM NN
VM VM B-PERIOD NN NN
NN NN B-MONEY QC NN
NN NN I-MONEY NN NN
QC NN B-NUM NN NN
NN NN B-MONEY QC QC
NN NN I-MONEY QC SYM
NN QC I-MONEY SYM RB
NN VM B-MONEY QC SYM
VM NN I-MONEY SYM NN
NN VM B-MONEY QC QC
VM NN I-MONEY QC NN
NN QC I-MONEY NN PSP
VM SYM B-NUM PSP QC
QC PSP B-PERIOD NN NN
PSP QC I-PERIOD NN PRP
NN VM B-MONEY QC QC
VM NN I-MONEY QC NN
NN QC I-MONEY NN VM
NN VM B-MONEY QC QC
VM NN I-MONEY QC SYM
VM VM B-MONEY QC QC
VM NN I-MONEY QC VM
NN QC I-MONEY VM SYM
NN NST B-MONEY QC SYM
NST NN I-MONEY SYM NN
NN NST B-MONEY QC NN
NST NN I-MONEY NN DEM
NN NST B-MONEY QC NN
NST NN I-MONEY NN NN
NN PSP B-MONEY QC NN
PSP NN I-MONEY NN VM
VM SYM B-LOC SYM NNP
NNP SYM B-LOC NN NN
SYM NNP B-ORG NN QC
NNP NN I-ORG QC NN
NN NN B-NUM NN NN
QC NN B-ORG NN NN
VM SYM B-ORG NN NN
SYM NN I-ORG NN VM
PSP NN B-TIME NN PSP
NN QC I-TIME PSP QC
NN PSP B-TIME NN PSP
PSP QC I-TIME PSP NN
VM NN B-PERSON NNP NN
NN NNP I-PERSON NN NN
VM SYM B-TIME NN NN
SYM QC I-TIME NN NN
NN NN B-ORG NN VM
NN NN I-ORG VM NST
NN NN B-PERSON SYM NN
SYM NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
NNP SYM B-PERSON NNP SYM
SYM NN I-PERSON SYM NN
NNP SYM B-PERSON NNP SYM
SYM NN I-PERSON SYM NN
SYM NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NN
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
SYM VM B-PERSON NN SYM
SYM NN B-PERSON NN QC
NNP NN B-TIME NST NN
NN QC I-TIME NN VM
NN SYM B-LOC SYM NN
NN SYM B-LOC NN SYM
NN SYM B-LOC NN SYM
SYM NN B-YEAR NN NN
NN NN B-LOC RB VM
VM SYM B-LOC NN SYM
SYM NN B-LOC NN NN
NN SYM B-LOC NNP SYM
SYM NNP I-LOC SYM NNP
NNP SYM B-LOC QC NN
SYM NNP B-NUM NN NN
DEM NN B-DATE QO NN
NN QC I-DATE NN PSP
NN PSP B-DATE VM NN
DEM NN B-DATE QO NN
NN QC I-DATE NN PSP
VM SYM B-DATE NN NN
SYM QC I-DATE NN NN
NN NN B-PERSON DEM NN
DEM NN B-DATE QO NN
NN QC I-DATE NN PSP
VM SYM B-NUM NN VM
VM NN B-NUM QC NN
NN QC I-NUM NN PSP
NN PSP B-NUM PSP QC
QC PSP B-NUM QC PSP
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN NNP
NNP NN B-LOC NN VM
NN VM B-LOC NN NN
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP I-PERSON NN VM
VM SYM B-LOC NN NN
NNP NN B-LOC WQ NN
NN VM B-LOC NN SYM
NN VM B-ORG SYM NN
NN SYM B-ORG NN NN
SYM NN I-ORG NN VM
VM NN B-PERSON NNP RB
NN NNP I-PERSON RB VM
NN NN B-DAY NNP PSP
NN NN B-LOC PSP VM
SYM NN B-LOC NST NN
VM PSP B-LOC NN NN
VM VM B-LOC VM NN
PRP NN B-PERSON NNP VM
